Track,Album Name,Artist,Release Date,Spotify Playlist Count,Spotify Popularity,YouTube Views,Explicit Track
Sobrio,Sobrio,Maluma,2021-07-08,66655.0,64.0,743954914.0,0
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,2023-06-02,67166.0,72.0,81060467.0,0
Praise The Lord (Da Shine) (feat. Skepta),TESTING,A$AP Rocky,2018-05-25,295646.0,78.0,847656575.0,1
Se Acabï¿½ï¿½ la Cuaren,Viva el Perreo,Jowell & Randy,2020-08-06,23284.0,51.0,73136867.0,1
Look Back At It,Look Back At It,A Boogie Wit da Hoodie,2018-12-07,136145.0,73.0,233288549.0,1
End of Beginning,DECIDE,Djo,2022-09-16,64517.0,90.0,44322144.0,0
K-POP,K-POP (Chopped & Screwed),Travis Scott,2023-07-18,62715.0,68.0,40688228.0,1
favorite,favorite - EP,Isabel LaRosa,2024-03-29,7364.0,82.0,21277734.0,0
You & Me,JENNIE Special Single [You & Me],JENNIE,2023-10-06,1221.0,,164326447.0,0
Tattoo,Tattoo,Rauw Alejandro,2020-02-13,53836.0,58.0,1281379386.0,0
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),So Fresh The Hits of Summer 2011 + The Best Of 2010,Shakira,2010-01-01,159324.0,61.0,4062829308.0,0
LA RANGER (feat. Myke Towers),The Academy: Segunda Misiï¿½,The Academy: Segunda Misiï¿½,2024-03-28,8939.0,76.0,32616728.0,1
no tears left to cry,No Tears Left To Cry,Ariana Grande,2018-04-20,100503.0,71.0,1426855223.0,0
I Fck Up,I Fck Up - Single,Prince Ayaya,2023-10-28,44.0,,92839.0,1
Upside Down,Upside Down,JVKE,2020-08-18,28044.0,54.0,19099476.0,0
Crawling,Papercuts,Linkin Park,2024-04-12,174.0,,,0
Nosso Quadro,AgroPlay Verï¿½ï¿½o V,AgroPlay,2023-02-02,23872.0,63.0,361813279.0,0
APAGA EL CEL,APAGA EL CEL - Single,FloyyMenor,2024-05-17,2343.0,78.0,15755338.0,1
Genda Phool (feat. Payal Dev),Genda Phool (feat. Payal Dev),Badshah,2020-03-26,7591.0,55.0,1022945729.0,0
Pure Cocaine,Street Gossip,Lil Baby,2018-11-30,170734.0,74.0,317320682.0,1
Espresso,Espresso,Sabrina Carpenter,2024-04-12,1.0,,,1
Pretty Little Poison,Pretty Little Poison - Single,Warren Zeiders,2023-03-17,23828.0,72.0,56277759.0,0
Corazï¿½ï¿½n Roto - R,Corazï¿½ï¿½n Roto (Re,Brray,2023-04-07,36459.0,67.0,178302256.0,1
Summer,Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A,Calvin Harris,2014-01-01,255037.0,81.0,1989930606.0,0
Murder On My Mind,Murder On My Mind,YNW Melly,2018-06-01,208777.0,72.0,952644680.0,1
You Are The Reason,You Are The Reason,Calum Scott,2017-11-17,119883.0,73.0,1425188874.0,0
Bad Liar,Bad Liar,Imagine Dragons,2018-11-06,134812.0,74.0,908433462.0,0
Wild Ones (feat. Jelly Roll),Wild Ones (feat. Jelly Roll),Jessie Murph,2023-10-06,21942.0,,43792907.0,1
ROXANNE,ROXANNE,Arizona Zervas,2019-10-10,170595.0,68.0,473697535.0,1
Softly,Making Memories,Karan Aujla,2023-08-18,1234.0,71.0,232389376.0,0
Tacones Rojos,Tacones Rojos,Sebastian Yatra,2021-10-22,80542.0,68.0,558812868.0,0
Ride the Vibe,Ride the Vibe,NEXZ,2024-05-20,147.0,46.0,31419384.0,0
family ties,family ties - Single,Baby Keem,2021-08-27,204148.0,77.0,63403993.0,1
"Perdonarte, ï¿½ï¿½Para Q","Perdonarte, ï¿½ï¿½Para Q",Los ï¿½ï¿½ngeles Az,2024-05-23,1329.0,75.0,17545232.0,0
Whatever It Takes,Whatever It Takes,Imagine Dragons,2017-05-09,156442.0,76.0,1192880501.0,0
POP!,IM NAYEON,NAYEON,2022-06-24,25748.0,69.0,407776018.0,0
Into the Unknown,New Horizons,ALPHA 9,2023-01-13,67.0,9.0,621561070.0,0
Lonely At The Top,Work Of Art,Asake,2023-06-15,13107.0,69.0,75076449.0,0
ecstacy (slowed),ecstacy (slowed),SUICIDAL-IDOL,2023-06-06,43999.0,74.0,51722759.0,1
Si Se Da,Si Se Da,Myke Towers,2019-02-26,47247.0,54.0,1867482161.0,1
Holy (feat. Chance The Rapper),Holy,Justin Bieber,2020-09-18,110389.0,63.0,396861382.0,0
No Role Modelz,2014 Forest Hills Drive,J. Cole,2014-12-09,403355.0,81.0,656310159.0,1
Symphony (feat. Zara Larsson),Symphony (feat. Zara Larsson),Clean Bandit,2017-03-16,141677.0,71.0,1523128022.0,0
Rain On Me (with Ariana Grande),Rain On Me (with Ariana Grande),Lady Gaga,2020-05-22,104647.0,68.0,514581598.0,0
"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)","Baddadan (feat. IRAH, Flowdan, Trigga & Takura)",Chase & Status,2023-07-27,57036.0,71.0,16072797.0,0
10:35,10:35,Tiï¿½ï¿,2022-11-03,82093.0,74.0,94379586.0,0
One Right Now (with The Weeknd),One Right Now,Post Malone,2021-11-05,99512.0,65.0,182180447.0,1
A Thousand Years,A Thousand Years,Christina Perri,2011-10-18,177834.0,77.0,2989286684.0,0
Secreto,Secreto,Anuel AA,2019-01-15,68502.0,65.0,1595484197.0,0
Toda Remix - Remix,Toda (Remix),Alex Rose,2018-06-01,68578.0,66.0,1965829285.0,1
I Hate U,I Hate U - Single,SZA,2021-12-03,71261.0,66.0,142820854.0,1
Better Now,beerbongs & bentleys,Post Malone,2018-04-27,239092.0,74.0,48443287.0,1
Call Me Maybe,Kiss,Carly Rae Jepsen,2012-01-01,211162.0,77.0,2007334200.0,0
Pobre Corazï¿½,Pobre Corazï¿½ï¿½n (En Vivo) [feat. Onda Sabanera] - Si,Ke Personajes,2023-03-02,18938.0,65.0,425484500.0,0
Piece Of Your Heart,Piece Of Your Heart,MEDUZA,2019-02-01,188608.0,65.0,464369299.0,0
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Tere Vaaste (From ""Zara Hatke Zara Bachke"")",Varun Jain,2023-05-22,14067.0,63.0,361600873.0,0
Mi Kryptonita,Talento De Vida,Doble ONE Flow Letal,2023-10-11,9363.0,,87822276.0,0
Ram Pam Pam,Ram Pam Pam,NATTI NATASHA,2021-04-20,38896.0,55.0,794011391.0,1
"Milo J: Bzrp Music Sessions, Vol. 57",en dormir sin Madrid,Bizarrap,2023-10-03,25092.0,,155509942.0,0
Stuck In The Middle,BABYMONSTER Pre-Release Single [Stuck In The Middle],BABYMONSTER,2024-02-01,1285.0,,147951356.0,0
No Se Va,No Se Va (En Vivo) - EP,Grupo Frontera,2022-04-28,48881.0,70.0,293059162.0,0
Aesthetic,Aesthetic,Xilo,2020-02-14,9048.0,38.0,3538161.0,1
get him back!,GUTS,Olivia Rodrigo,2023-09-08,2546.0,,54771296.0,1
LA PEOPLE II,LA PEOPLE II,Peso Pluma,2024-03-21,5069.0,79.0,53762979.0,1
"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Back To Black: Songs From The Original Motion Picture,Amy Winehouse,2024-04-12,17.0,,,0
The Tortured Poets Department,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,3273.0,,15389385.0,1
Your Love (9PM),Your Love (9PM),ATB,2021-01-15,146298.0,71.0,118729044.0,0
One Side,One Side,Iyanya,2022-09-15,10859.0,53.0,75987807.0,0
HEAT STICK,HEAT STICK,Shoreline Mafia,2024-05-10,3675.0,74.0,3575151.0,1
Photograph,x (Wembley Edition),Ed Sheeran,2013-01-01,208671.0,77.0,1884843329.0,0
Virginia Beach,For All The Dogs,Drake,2023-10-06,38562.0,,16599214.0,1
Great Gatsby,Nostalgia,Rod Wave,2023-09-15,11024.0,,75881981.0,1
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofï¿½ï¿½a R,2018-02-16,78737.0,61.0,1001147152.0,0
Ateï¿½ï¿½e Dï¿½ï,Ateï¿½ï¿½e Dï¿½ï,Mert Demir,2023-09-22,14727.0,,198114786.0,0
Until I Found You (with Em Beihold) - Em Beihold Version,Until I Found You (Em Beihold Version),Stephen Sanchez,2022-04-22,108274.0,79.0,114404861.0,0
Wants and Needs (feat. Lil Baby),Scary Hours 2,Drake,2021-03-05,225513.0,71.0,104966782.0,1
Jiwa Yang Bersedih,Jiwa Yang Bersedih - Single,Ghea Indrawari,2023-05-18,11931.0,69.0,136914720.0,0
Coco Chanel,3MEN2 KBRN,Eladio Carrion,2023-03-17,67717.0,72.0,100210832.0,1
Calm Down Baby,Calm Down Baby - Single,DJ Laxman,2024-01-12,1.0,,,0
At My Worst,The Prelude,Pink Sweat$,2020-07-17,83819.0,64.0,537033479.0,0
TOO MUCH,TOO MUCH,The Kid LAROI,2023-10-19,20037.0,,45533851.0,1
Go Down Deh (feat. Shaggy and Sean Paul),Go Down Deh (feat. Shaggy and Sean Paul),Spice,2021-04-30,56998.0,61.0,336505073.0,0
Cake By The Ocean - Cover,NEW TIK&TOK - BUZZ BEST -,MUSIC LAB JPN,2023-06-07,,,,1
Miles On It,Miles on It,Marshmello,2024-05-03,3794.0,79.0,4219901.0,0
El Caballito,El Caballito - Single,FARIANA,2024-06-07,74.0,42.0,,1
PICK UP THE PHONE (feat. Nate Dogg),PICK UP THE PHONE (feat. Nate Dogg),PAWSA,2024-05-31,1425.0,22.0,186215.0,1
Tomorrow 2 (with Cardi B),Tomorrow 2 (with Cardi B),GloRilla,2022-09-23,2784.0,64.0,216925153.0,1
Se Preparï¿,Se Preparï¿,Ozuna,2017-08-10,81897.0,73.0,2003507626.0,0
Lost on You,Lost On You,LP,2016-03-24,127522.0,70.0,2265062550.0,0
Leï¿½,Leï¿½ï¿½o - Si,Marï¿½ï¿½lia Mendo,2022-12-08,20588.0,66.0,423072409.0,0
"What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")","What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")",Pritam,2023-07-12,7624.0,64.0,329088407.0,0
Lean Wit Me,Lean Wit Me,Juice WRLD,2018-05-22,137341.0,72.0,432457883.0,1
HOTEL LOBBY (Unc & Phew),HOTEL LOBBY (Unc and Phew),Quavo,2022-05-20,131547.0,69.0,44839108.0,1
"Choli Ke Peeche (From ""Crew"")","Choli Ke Peeche (From ""Crew"") - Single",Diljit Dosanjh,2024-03-20,552.0,,93523633.0,0
April Rain in August Weather,April Rain in August Weather - Single,Baba Blakes,2023-03-24,38.0,12.0,524571173.0,0
LEATHER,LEATHER,MAKAELA,2023-01-27,,,604258394.0,1
Panini,Panini,Lil Nas X,2019-06-20,96241.0,62.0,659070547.0,0
She Had Me At Heads Carolina,Stereotype,Cole Swindell,2022-04-08,33533.0,69.0,92809269.0,0
"So Long, London",THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,4454.0,84.0,15237337.0,0
good 4 u,good 4 u,Olivia Rodrigo,2021-05-14,12805.0,54.0,,0
bad idea right?,bad idea right?,Olivia Rodrigo,2023-08-11,37313.0,12.0,37971085.0,1
"Ay, DiOs Mï¿½ï","Ay, DiOs Mï¿½ï",KAROL G,2020-07-10,57051.0,61.0,834762162.0,0
happier,SOUR,Olivia Rodrigo,2021-05-21,116055.0,79.0,352845171.0,1
Lalala,Lalala,Y2K,2019-06-28,142494.0,66.0,707665227.0,1
ONE MORE TIME,ONE MORE TIME / MORE THAN YOU KNOW,blink-182,2023-09-21,16027.0,,36646460.0,0
ııııııııııııııııııııı,ııııııııııııııııııııı,HoneyWorks,2022-11-21,5912.0,51.0,128703160.0,0
Tubarï¿½ï¿½o Te,Tubarï¿½ï¿½o Te,Dj LK da Escï¿½ï¿,2022-09-28,30142.0,59.0,153683754.0,1
Chichiquetere,Chichiquetere,HCTM,2022-08-06,581.0,28.0,163462.0,0
After Hours,After Hours,Kehlani,2024-04-04,3962.0,14.0,2560026.0,1
Monkeys Spinning Monkeys,SteamFun - Single,Kevin MacLeod,2011-05-16,7679.0,36.0,11457166.0,0
II MOST WANTED,COWBOY CARTER,Beyoncï¿,2024-03-27,5252.0,,6424033.0,0
One Kiss (with Dua Lipa),Dua Lipa (Complete Edition),Calvin Harris,2015-01-01,291456.0,79.0,1256080361.0,0
Mmhmm,Mmhmm,BigXthaPlug,2023-10-06,28131.0,82.0,27758776.0,1
BOP,KIRK,DaBaby,2019-09-27,158363.0,68.0,661665888.0,1
Husn,Husn,Anuv Jain,2023-12-01,12424.0,74.0,130834495.0,0
Titanium (feat. Sia),Nothing But The Beat,Sia,2011-01-01,244291.0,74.0,1855838617.0,0
Kahani Suno 2.0,Kahani Suno 2.0,Kaifi Khalil,2022-05-31,21479.0,68.0,510727740.0,0
No_se_ve.mp3,No_se_ve.mp3 - Single,Emilia,2023-05-03,30667.0,64.0,223159269.0,1
Lean On (feat. Mï¿½ï¿½ & DJ Snake) - J Balvin & Farruko R,Lean On (feat. Mï¿½ï¿½ & DJ Snake) [J Balvin & Farruko Re,Major Lazer,2015-09-04,2081.0,,3617929617.0,0
Arcade,Arcade,Duncan Laurence,2019-03-07,199838.0,69.0,439603979.0,0
Ya Te Olvide,Ya Te Olvide,Natanael Cano,2024-05-15,1763.0,79.0,19437867.0,0
How Deep Is Your Love,How Deep Is Your Love,Calvin Harris,2015-07-17,168603.0,78.0,1961319809.0,0
BUTTERFLY EFFECT,EPIC AF,Travis Scott,2017-01-01,21941.0,79.0,583707677.0,0
Let You Down,Let You Down,NF,2017-09-15,187536.0,73.0,668707222.0,0
FE!N (feat. Playboi Carti),FE!N (feat. Playboi Carti),Travis Scott,2024-03-30,3.0,,,1
Bad Memories (feat. Elley Duhï¿½ï¿½ & FAST,Bad Memories (feat. Elley Duhï¿½ï¿½ & FAST,MEDUZA,2022-07-22,87026.0,69.0,21938855.0,0
Yo Perreo Sola,YHLQMDLG,Bad Bunny,2020-02-29,95154.0,67.0,818482247.0,0
ETA,NewJeans 2nd EP 'Get Up',NewJeans,2023-07-21,20419.0,74.0,189170317.0,0
Jordan,Jordan,Ryan Castro,2021-04-30,57454.0,73.0,602969531.0,0
Take You Dancing,Take You Dancing,Jason Derulo,2020-07-22,98905.0,65.0,460154791.0,0
BUBALU,BUBALU,Feid,2023-09-22,26763.0,,91266986.0,0
Be Alright,Be Alright,Dean Lewis,2018-06-29,182732.0,72.0,244698483.0,1
Jalebi Baby,Jalebi Baby,Tesher,2020-11-13,47324.0,58.0,569438267.0,0
Endless Summer,Endless Summer,Alan Walker,2023-07-13,7147.0,55.0,6667293.0,1
Belly Dancer,Belly Dancer,Imanbek,2022-02-18,110008.0,75.0,152539885.0,0
Who Told You (feat. Drake),Who Told You (feat. Drake) - Single,J Hus,2023-06-08,72496.0,62.0,16368063.0,1
NIGHT DANCER,NIGHT DANCER - Single,imase,2022-08-19,46984.0,67.0,281173184.0,0
Yoksun,Yoksun - Single,Ebru Yaï¿½ï,2024-02-02,1658.0,,119795906.0,0
DON'T YOU WORRY,Don't You Worry,Black Eyed Peas,2022-06-16,48916.0,62.0,236850911.0,0
"Rowdy Baby (From ""Maari 2"")",U1 For Life,Dhanush,2020-08-26,12.0,,1558088734.0,0
MIDDLE OF THE NIGHT,MIDDLE OF THE NIGHT,Elley Duhï¿,2020-01-10,173612.0,72.0,431904675.0,0
Pickup Man (feat. Post Malone),HIXTAPE Vol. 3: DIFFTAPE (Small Batch),HARDY,2023-11-09,11898.0,,,0
Volando (Remix),Volando (Remix),Mora,2021-07-08,105247.0,68.0,560364244.0,1
Moth To A Flame (with The Weeknd),The Highlights (Deluxe),Swedish House Mafia,2021-02-05,153435.0,74.0,95899960.0,0
WORTH IT (feat. Don Toliver),WORTH IT (feat. Don Toliver),Offset,2023-10-12,2476.0,,9010442.0,1
Canï¿½ï¿½ï¿½t Catch Me Now - from The Hunger Games: The Ballad of Songbirds &,Canï¿½ï¿½ï¿½t Catch Me Now (from The Hunger Games: The Ballad of Songbirds & S,Olivia Rodrigo,2023-11-03,30605.0,,9545403.0,0
Solteiro Forï¿½ï¿½ado - (Boiadeira Internacio,Solteiro Forï¿½ï¿½ado (Boiadeira Internacio,Ana Castela,2023-07-07,10723.0,65.0,291263121.0,0
"Naina (From ""Crew"")","Naina (From ""Crew"") - Single",Diljit Dosanjh,2024-03-05,2351.0,76.0,89220257.0,0
Bel Bont El3areedh,Haflet Al'ahramat 2022 - Egypt,Hussain Aljassmi,2022-12-19,5.0,6.0,634519417.0,0
"Naa Ready (From ""Leo"")","Naa Ready (From ""Leo"")",Anirudh Ravichander,2023-06-22,6611.0,64.0,347065741.0,0
Dï¿½ï¿½jala Que Vuelva (feat. Manuel Tur,Dï¿½ï¿½jala Que Vuelva (feat. Manuel Tur,Piso 21,2017-10-20,56085.0,68.0,2169311851.0,0
Feel the POP,You had me at HELLO,ZEROBASEONE,2024-05-13,533.0,58.0,31498812.0,0
Diamonds,Unapologetic (Edited Version),Rihanna,2012-01-01,180128.0,70.0,2336257288.0,0
Fuera del mercado,@dannocean,Danny Ocean,2022-02-17,57772.0,71.0,162236183.0,1
Poor People We,Poor People We,Harp and a monkey,2022-11-28,6.0,,654777639.0,0
El Cielo,El Cielo - Single,Sky Rompiendo,2023-06-02,53606.0,74.0,89166241.0,1
ALL MY FELLAS,ALL MY FELLAS,Frizk,2023-09-19,19534.0,,31575700.0,1
Bebefinn Song,Bebefinn Song - Single,Pinkfong,2024-05-03,8.0,,50007108.0,0
BITTERSUITE,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,3394.0,87.0,,0
Me Fui de Vacaciones,Un Verano Sin Ti,Bad Bunny,2022-05-06,61014.0,68.0,146768761.0,0
Talk (feat. Disclosure),Talk,Khalid,2019-02-07,121168.0,64.0,468753245.0,0
Rompe La Dompe,Rompe La Dompe,Peso Pluma,2023-12-28,11966.0,,101560741.0,1
greedy sped up,greedy,Tate McRae,2023-09-14,2778.0,,,1
Reloj,Reloj,Rauw Alejandro,2020-10-22,90725.0,65.0,645701697.0,1
ııııııııııııııııııııııııııı,ııııııııııııııııııııııııııı - Single,ıııııııııııı ııııııııııııııııııııııııııı,2024-03-22,257.0,,89974882.0,0
Youï¿½ï¿½ï¿½re Mines Still (feat.,Youï¿½ï¿½ï¿½re Mines Still (feat.,Yung Bleu,2020-10-15,77694.0,63.0,425539008.0,1
BADGYAL,SAKURA,SAIKO,2024-04-26,5849.0,80.0,13102384.0,1
Sorry 4 The Wait,Sorry 4 The Wait,Lil Wayne,2022-01-14,8422.0,54.0,9750600.0,1
DILUVIO,PLAYA SATURNO,Rauw Alejandro,2023-07-07,33458.0,79.0,113130284.0,1
ZEZE (feat. Travis Scott & Offset),ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-10-12,203323.0,71.0,494548432.0,1
"Kesariya (From ""Brahmastra"")","Kesariya (From ""Brahmastra"") - Single",Pritam,2022-07-17,30584.0,67.0,548697509.0,0
The Craving (single version),The Craving (single version) - Single,Twenty One Pilots,2024-05-22,1087.0,,11912619.0,0
Bartolito,20 GRANDES ï¿½ï¿½X,Duo Tiempo de Sol,2015-10-05,6847.0,62.0,3257763799.0,0
Peaches,The Super Mario Bros. Movie (Original Motion Picture Soundtrack),Jack Black,2023-04-07,35929.0,64.0,68229038.0,0
Counting stars,Until the morning 2,OneRepublic,2014-08-04,,,4069201723.0,0
Take My Breath - Single Version,Take My Breath,The Weeknd,2021-08-05,89586.0,57.0,218889957.0,0
Lavender Haze,Midnights,Taylor Swift,2022-10-21,42535.0,73.0,26695871.0,1
KU LO SA - A COLORS SHOW,KU LO SA - A COLORS SHOW,Oxlade,2022-06-10,92569.0,68.0,90820063.0,0
Toca o Trompete,Cadï¿½ï¿½ o After? P,Felipe Amorim,2023-07-21,15122.0,66.0,196927226.0,1
Nobody Gets Me,SOS,SZA,2022-12-09,58561.0,82.0,79127644.0,1
Sleep Well,Sleep Well - Single,CG5,2024-02-16,1602.0,,114064058.0,0
Hei Apa Apa / Tik Tak Tik Tik,Nuansa Angkot 2023 - Vol. 1,Donny Fernanda,2023-02-14,1.0,,,0
Glock In My Lap,SAVAGE MODE II,21 Savage,2020-10-02,164722.0,78.0,164711656.0,1
overseas,overseas,Ken Carson,2024-04-12,7297.0,79.0,1080994.0,1
CORAZï¿½ï¿½N VA,CORAZï¿½ï¿½N VA,Maria Becerra,2023-06-22,19913.0,71.0,209201810.0,0
PUNTO G,Punto G,Quevedo,2022-11-04,73593.0,71.0,171936153.0,0
"Muqabla (From ""Street Dancer 3D"")","Muqabla (From ""Street Dancer 3D"")",Yash Narvekar,2019-12-21,8999.0,58.0,1111498706.0,0
Ditto,Ditto,NewJeans,2022-12-19,47586.0,74.0,202069442.0,0
"Katchi Sera - From ""Think Indie""","Katchi Sera (From ""Think Indie"")",Sai Abhyankkar,2024-01-22,2592.0,,128967148.0,0
Danza Kuduro - Cover,BEST CLUB 2023 TREND MIX,MUSIC LAB JPN,2023-11-24,11.0,,,1
Bubble Gum,How Sweet,NewJeans,2024-05-24,1536.0,76.0,14185984.0,0
Abejita Chiquitita,Las Canciones de Plim Plim Vol. 8,El Payaso Plim Plim,2023-09-08,275.0,,272927101.0,0
Love wins all,Love wins all,IU,2024-01-24,4743.0,,122003102.0,0
PRINCESITA DE ...,ııNFASIS,Jere Klein,2023-12-01,11766.0,70.0,139655492.0,1
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,2021-10-05,94302.0,67.0,410395727.0,1
BABY HELLO,BABY HELLO - Single,Rauw Alejandro,2023-06-23,47936.0,68.0,69047745.0,1
ONE CALL,ONE CALL,Rich Amiri,2023-11-03,3397.0,80.0,24725245.0,1
Pehle Bhi Main,ANIMAL,Vishal Mishra,2023-11-24,10873.0,77.0,134079122.0,0
Kill Bill,Kill Bill - Single,pasa michaelson,2023-08-26,1.0,,,1
2/Catorce,2/Catorce,Rauw Alejandro,2021-02-14,92466.0,64.0,607206864.0,1
Ride,Ride,Twenty One Pilots,2015-05-12,240346.0,79.0,1832805733.0,0
Dusk Till Dawn (feat. Sia),Dusk Till Dawn (feat. Sia) - Single,ZAYN,2017-09-08,2412.0,36.0,2384906510.0,0
Rush,Rush,Troye Sivan,2023-07-13,45754.0,28.0,59684881.0,1
Physical,Physical,Dua Lipa,2020-01-30,108666.0,71.0,570687048.0,0
Pumped Up Kicks,Pumped up Kicks,Foster The People,2010-01-01,34449.0,81.0,599930123.0,0
Yes Indeed,Yes Indeed,Lil Baby,2018-05-15,186456.0,74.0,143629586.0,1
Open Arms (feat. Travis Scott),SOS,SZA,2022-12-08,67858.0,76.0,87097570.0,0
edamame (feat. Rich Brian),edamame,bbno$,2021-07-24,137449.0,9.0,129095680.0,1
Turn Down for What,Turn Down for What,DJ Snake,2013-12-18,103666.0,65.0,1350062601.0,0
Calling (feat. A Boogie wit da Hoodie) [Spider-Man: Across the Spider-Verse],METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,2023-06-02,56138.0,69.0,60645740.0,0
Smokin Out The Window,Smokin Out The Window,Bruno Mars,2021-11-05,100305.0,66.0,219573887.0,0
Goin' Off,Goin' Off,Karan Aujla,2024-05-09,836.0,70.0,32342705.0,0
Close To You,Close To You,Gracie Abrams,2024-06-07,1162.0,74.0,466102.0,0
Pagli Dekhave Agarbatti,Pagli Dekhave Agarbatti,Neelkamal Singh,2023-09-28,379.0,,272841611.0,0
From The D To The A (feat. Lil Yachty),From The D To The A (feat. Lil Yachty),Tee Grizzley,2017-03-17,83638.0,64.0,29708407.0,1
Me Rehï¿½ï,Los Nï¿½ï¿½meros 1 De Los 40 (Music Inspires L,Danny Ocean,2017-11-03,3704.0,74.0,1915123572.0,0
Nonsense,emails i can't send,Sabrina Carpenter,2022-07-15,5562.0,83.0,156580179.0,0
Run It Up (feat. Offset & Moneybagg Yo),Destined 2 Win,Lil Tjay,2021-04-02,141221.0,67.0,96203913.0,1
Lose You To Love Me,Lose You To Love Me,Selena Gomez,2019-10-23,109325.0,72.0,569150755.0,0
Worth It,Worth It,YK Osiris,2019-02-08,66487.0,60.0,283340446.0,0
Fight The Feeling,Fight The Feeling,Rod Wave,2023-03-31,18112.0,51.0,65828097.0,1
Axel F,Best of Crazy Hits,Crazy Frog,2009-12-11,870.0,30.0,5049428366.0,0
Robbery,Robbery,Juice WRLD,2019-02-13,213493.0,73.0,606402216.0,1
Bebe Dame,Bebe Dame - Single,Fuerza Regida,2022-12-16,51229.0,70.0,11080081.0,0
Green Green Grass,george ezra songs to play when the sun's out,George Ezra,2022-03-22,50552.0,69.0,103550086.0,0
Zihaal e Miskin,Zihaal e Miskin,Javed-Mohsin,2023-05-25,4432.0,65.0,367432386.0,0
Fiel,Los Legendarios 001,Los Legendarios,2021-02-04,106151.0,64.0,357508658.0,0
Neverita,Un Verano Sin Ti,Bad Bunny,2022-05-06,93211.0,73.0,181498962.0,0
2002 - Remix,2002 (Remix),Shaun Reynolds,2018-05-11,88.0,8.0,,0
No Se Va,No Se Va,Grupo Frontera,2022-12-01,67.0,,610569249.0,0
Infinity,Feel Something,Jaymes Young,2017-06-23,169454.0,74.0,569314714.0,0
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Highlights (Deluxe),The Weeknd,2021-02-05,137681.0,81.0,66369681.0,1
adore u,adore u,Fred again..,2023-08-11,44672.0,71.0,10933079.0,0
Numb Little Bug,Numb Little Bug,Em Beihold,2022-01-28,68868.0,66.0,41254765.0,0
Feel It,Feel It (From The Original Series ï¿½ï¿½ï¿½Invincib,d4vd,2024-03-28,898.0,,10803398.0,0
Loco Contigo (feat. J. Balvin & Tyga),"Loco Contigo (with J. Balvin, feat. Tyga)",DJ Snake,2019-06-13,141261.0,68.0,587804570.0,0
Faz um Vuk Vuk (Teto Espelhado),Faz um Vuk Vuk (Teto Espelhado),MC Kevin o Chris,2023-07-20,26854.0,68.0,183254308.0,1
Suicidal,Melly vs. Melvin,YNW Melly,2019-11-22,113061.0,67.0,317626075.0,1
"Photo (From ""Luka Chuppi"")","Photo (From ""Luka Chuppi"")",Karan Sehmbi,2019-02-12,9804.0,54.0,329389939.0,0
Sky,Whole Lotta Red,Playboi Carti,2020-12-25,209136.0,74.0,183959519.0,1
Love On,Love On,Selena Gomez,2024-02-22,3731.0,,18082083.0,0
Payphone,Overexposed Track By Track,Maroon 5,2012-01-01,249663.0,78.0,1051247406.0,1
Brickell,MANIFESTING 20-05,Feid,2024-04-10,5064.0,79.0,26823878.0,1
I Like Me Better,I Like Me Better,Lauv,2017-05-19,157818.0,75.0,837720618.0,0
RUNAWAY,RUNAWAY,OneRepublic,2023-05-26,1665.0,67.0,13668402.0,0
Que Se Cuide,Que Se Cuide,Luis R Conriquez,2024-05-03,1566.0,77.0,26390813.0,0
Astronaut In The Ocean,Astronaut In The Ocean,Masked Wolf,2019-06-07,31705.0,,,0
On My Love,On My Love (Sped Up),Zara Larsson,2023-09-12,20826.0,7.0,14394570.0,0
She Share Story,She Share Story,Shayne Orok,2020-06-02,2443.0,33.0,238798.0,0
Mujeriego,Mujeriego - Single,Ryan Castro,2021-12-17,63343.0,63.0,316060497.0,0
Miss The Rage (feat. Playboi Carti),Miss The Rage,Trippie Redd,2021-05-07,188778.0,6.0,171889127.0,1
TUTA GOLD,TUTA GOLD,Mahmood,2024-02-07,5218.0,65.0,73263450.0,0
